Arrow-leaf Balsamroot,Balsamorhiza sagittata,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Balsamorhiza_sagittata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Balsamorhiza_sagittata_%283625593445%29.jpg/440px-Balsamorhiza_sagittata_%283625593445%29.jpg
Glacier Lily,Erythronium grandiflorum,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Erythronium_grandiflorum,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Erythronium_grandiflorum_5077.JPG/440px-Erythronium_grandiflorum_5077.JPG
Indian Paintbrush,Castilleja spp,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Castilleja,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Red_paintbrush_Castilleja_miniata_close.jpg/440px-Red_paintbrush_Castilleja_miniata_close.jpg
Shooting Star,Dodecatheon pulchellum,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Dodecatheon_pulchellum,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Dodecatheon_pulchellum_ssp_pulchellum_2.jpg/440px-Dodecatheon_pulchellum_ssp_pulchellum_2.jpg
Scarlet Gilia,Ipomopsis aggregata,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Ipomopsis_aggregata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Ipomopsis_aggregata_5908.JPG/440px-Ipomopsis_aggregata_5908.JPG
Fireweed,Chamerion angustifolium,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Chamerion_angustifolium,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Maitohorsma_%28Epilobium_angustifolium%29.JPG/440px-Maitohorsma_%28Epilobium_angustifolium%29.JPG
Rydberg's Penstemon,Penstemon rydbergii,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Penstemon_rydbergii,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Meadow_penstemon_Penstemon_rydbergii.jpg/440px-Meadow_penstemon_Penstemon_rydbergii.jpg
Common Horsetail,Equisetum arvense,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Equisetum_arvense,https://upload.wikimedia.org/wikipedia/commons/2/23/Equisetum_arvense_foliage.jpg
Upland Larkspur,Delphinium nuttallianum,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Delphinium_nuttallianum,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Delphinium_nuttallianum_9179.JPG/440px-Delphinium_nuttallianum_9179.JPG
Bigleaf Lupine,Lupinus polyphyllus,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Lupinus_polyphyllus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Lupinus_polyphyllus.JPG/440px-Lupinus_polyphyllus.JPG
Small Camas,Camassia quamash,wildflower,Wildflower,,https://en.wikipedia.org/wiki/Camassia_quamash,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Camassia_quamash_6377.JPG/160px-Camassia_quamash_6377.JPG
Sphinx Moth,Sphinx ligustri,spider_insect,Insect,,https://en.wikipedia.org/wiki/Sphinx_ligustri,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Sphinx.ligustri.7631.jpg/440px-Sphinx.ligustri.7631.jpg
